Time[sec],x1[k+1],x2[k+1],x3[k+1],x4[k+1]
0.292,-0.038830124703907294,2.2771855900483535,-0.13943510500382097,15.107424655724113
0.293,-0.038977803440437435,2.2925413381844257,-0.15587102753383225,15.602886681787993
0.294,-0.039141764697201514,2.3083890137384135,-0.17200058671881735,16.091293340297636
0.295,-0.039321703656844696,2.3247216108369226,-0.18782688091983726,16.57274384677957
0.296,-0.03951731856151769,2.3415322213947922,-0.20335297242057138,17.047336039076097
0.297,-0.03972831066911402,2.358814033462533,-0.21858188813865903,17.51516640072894
0.298,-0.03995438432868095,2.376560333809142,-0.23351661845468125,17.976330024373276
0.299,-0.04019524688122621,2.3947645043057015,-0.24816011879777106,18.43092066293866
0.3,-0.04045060855328291,2.4134200180518572,-0.2625153113455516,18.879030784491707
0.301,-0.04072018246246576,2.4325204394784867,-0.2765850849559763,19.32075157075944
0.302,-0.04100368459053313,2.4520594232810264,-0.29037229561502403,19.75617293221119
0.303,-0.0413008338285313,2.4720307158129344,-0.3038797657643874,20.18538348826861
0.304,-0.04161135184522406,2.4924281504479606,-0.31711028637494265,20.608470633006636
0.305,-0.04193496306642268,2.513245646727395,-0.33006661729705383,21.025520547203058
0.306,-0.0422713946510296,2.5344772093951597,-0.34275148766194197,21.436618211977972
0.307,-0.04262037648244818,2.556116927934586,-0.35516759604673054,21.841847415314025
0.308,-0.04298164116761625,2.5781589763587656,-0.36731761052173995,22.24129075497995
0.309,-0.04335492393373273,2.600597609598114,-0.379204170277912,22.635029689718934
0.31,-0.043739962623353924,2.6234271631597625,-0.3908298857349144,23.02314454402962
0.311,-0.044136497663515836,2.6466420519230733,-0.40219733905040733,23.4057145252004
0.312,-0.04454427206929786,2.670236770084051,-0.41330908409618294,23.782817724048094
0.313,-0.044963031433165004,2.6942058906271638,-0.4241676466529135,24.15453112235917
0.314,-0.04539252380605752,2.7185440611884504,-0.43477552627880073,24.52093065151446
0.315,-0.04583250245229662,2.743246100307628,-0.4451351306194763,24.882089806056666
0.316,-0.04626875367168905,2.7679494397554283,-0.42739878687100485,24.52543591281571
0.317,-0.046687362706982746,2.792298654286924,-0.4098504772318764,24.173828257470085
0.318,-0.0470885167299011,2.8162987549573586,-0.392488476881837,23.82719658328786
0.319,-0.04747240119849917,2.8399546830738505,-0.3753110794373919,23.48547139156227
0.32,-0.047839199917953046,2.8632713123964297,-0.3583166047707175,23.148584136555336
0.321,-0.04818909499719923,2.886253447549286,-0.34150339974502975,22.816467248030097
0.322,-0.04852226687776113,2.9089058250631696,-0.3248698377337666,22.489054116468612
0.323,-0.04883889437216798,2.9312331147673656,-0.30841431797845154,22.16627907333257
0.324,-0.04913915469198937,2.953239920801899,-0.2921352651218446,21.84807737670951
0.325,-0.04942322347586986,2.9749307826297406,-0.27603112874109226,21.53438519695899
